,index,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,FLOORSMAX_AVG,LIVINGAREA_AVG,YEARS_BEGINEXPLUATATION_MODE,FLOORSMAX_MODE,LIVINGAREA_MODE,YEARS_BEGINEXPLUATATION_MEDI,FLOORSMAX_MEDI,LIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_VAR,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_CREDIT_DAY_OVERDUE_MAX,BURO_CREDIT_DAY_OVERDUE_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_MAX,BURO_AMT_CREDIT_SUM_MEAN,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_DEBT_MAX,BURO_AMT_CREDIT_SUM_DEBT_MEAN,BURO_AMT_CREDIT_SUM_DEBT_SUM,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,BURO_AMT_CREDIT_SUM_LIMIT_SUM,BURO_CNT_CREDIT_PROLONG_SUM,BURO_MONTHS_BALANCE_SIZE_SUM,PREV_AMT_ANNUITY_MIN,PREV_AMT_ANNUITY_MAX,PREV_AMT_ANNUITY_MEAN,PREV_AMT_APPLICATION_MIN,PREV_AMT_APPLICATION_MAX,PREV_AMT_APPLICATION_MEAN,PREV_AMT_CREDIT_MIN,PREV_AMT_CREDIT_MAX,PREV_AMT_CREDIT_MEAN,PREV_APP_CREDIT_PERC_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_MEAN,PREV_APP_CREDIT_PERC_VAR,PREV_AMT_DOWN_PAYMENT_MIN,PREV_AMT_DOWN_PAYMENT_MAX,PREV_AMT_DOWN_PAYMENT_MEAN,PREV_AMT_GOODS_PRICE_MIN,PREV_AMT_GOODS_PRICE_MAX,PREV_AMT_GOODS_PRICE_MEAN,PREV_HOUR_APPR_PROCESS_START_MIN,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_HOUR_APPR_PROCESS_START_MEAN,PREV_RATE_DOWN_PAYMENT_MIN,PREV_RATE_DOWN_PAYMENT_MAX,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,POS_SK_DPD_MAX,POS_SK_DPD_MEAN,POS_SK_DPD_DEF_MAX,POS_SK_DPD_DEF_MEAN,POS_COUNT,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,INSTAL_DPD_MAX,INSTAL_DPD_MEAN,INSTAL_DPD_SUM,INSTAL_DBD_MAX,INSTAL_DBD_MEAN,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_MAX,INSTAL_PAYMENT_PERC_MEAN,INSTAL_PAYMENT_PERC_SUM,INSTAL_PAYMENT_PERC_VAR,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_PAYMENT_DIFF_VAR,INSTAL_AMT_INSTALMENT_MAX,INSTAL_AMT_INSTALMENT_MEAN,INSTAL_AMT_INSTALMENT_SUM,INSTAL_AMT_PAYMENT_MIN,INSTAL_AMT_PAYMENT_MAX,INSTAL_AMT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MAX,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM,INSTAL_COUNT
3839,3839.0,0.0,1.0,1.0,0.0,1.0,315000.0,270000.0,13500.0,270000.0,0.019101,-11804.0,-398.0,-5724.0,-1762.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5481034627899153,0.3774042489507649,0.9821,0.1354,0.0679,0.9672,0.1667,0.008,0.9846,0.1667,0.0739,0.0462,7.0,0.0,7.0,0.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0337173839376482,1.1666666666666667,105000.0,0.0428571428571428,0.05,-689.0,-327.0,-549.6666666666666,37969.33333333333,-505.0,403.0,-132.66666666666666,-270.3333333333333,0.0,0.0,11934.0,2002054.5,750673.5,2252020.5,1475770.5,491923.5,1475770.5,0.0,0.0,0.0,0.0,0.0,3973.095,10585.845,7279.469999999999,39555.0,114660.0,77107.5,13945.5,130806.0,72375.75,0.8765652951699463,2.8363988383349468,1.8564820667524464,1.92047375845734,0.0,26055.0,13027.5,39555.0,114660.0,77107.5,15.0,15.0,15.0,0.0,0.7093977234375477,0.3546988617187738,-2857.0,-84.0,-1470.5,10.0,20.0,-2.0,-66.92307692307692,52.0,1333.0,574.1346153846154,0.0,0.0,52.0,2.0,1357.0,160.44444444444446,1444.0,12.0,2.555555555555556,23.0,1.0,0.6666666666666666,6.0,0.2333939192941413,3883.095,1324.23,11918.07,3683485.00704375,128269.26,18518.26,166664.34,90.0,128269.26,17194.03,154746.27,-35.0,-2008.0,-18072.0,9.0
3843,3843.0,0.0,1.0,0.0,0.0,2.0,301500.0,601470.0,30838.5,450000.0,0.005084,-14732.0,-2580.0,-215.0,-4309.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121032255769912,0.7801436381572275,0.9762,0.1667,0.0753,0.9762,0.1667,0.0784,0.9762,0.1667,0.0766,0.0592,1.0,0.0,1.0,0.0,-276.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.175128970947597,0.5012718838844831,75375.0,0.1022835820895522,0.051271883884483,-2345.0,-262.0,-1308.5,506101.1,-2224.0,834.0,-913.6666666666666,-803.1666666666666,0.0,0.0,0.0,243499.5,79016.895,474101.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,12767.04,34782.75,23774.895,0.0,900000.0,251775.0,0.0,1078200.0,292950.0,0.8347245409015025,1.1442307692307692,0.9894776550661358,0.047897052687304,13500.0,13500.0,13500.0,107100.0,900000.0,503550.0,10.0,18.0,15.75,0.1372803666921314,0.1372803666921314,0.1372803666921314,-2271.0,-276.0,-774.75,35.0,70.0,-7.0,-54.5,12.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,50.0,36.81818181818182,405.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1096847.64,114420.51409090908,1258625.6549999998,12767.04,1096847.64,114420.51409090908,1258625.6549999998,-242.0,-1805.1818181818185,-19857.0,11.0
3848,3848.0,0.0,1.0,0.0,0.0,1.0,72000.0,98910.0,7164.0,90000.0,0.02461,-12494.0,-2959.0,-2444.0,-3665.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5651823597725373,0.3706496323299817,0.9717,0.0,0.0009,0.9717,0.0,0.0009,0.9717,0.0,0.0009,0.0013,0.0,0.0,0.0,0.0,-1785.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2368336801664799,0.7279344858962693,24000.0,0.0995,0.0724294813466788,-1519.0,-83.0,-563.5,252877.49999999997,-1335.0,1743.0,107.0,-326.0,0.0,0.0,0.0,395608.5,120351.4575,722108.745,391959.0,104703.3,523516.5,0.0,0.0,0.0,0.0,66.0,2179.71,7875.0,4793.0625,0.0,41850.0,22764.375,16339.5,157500.0,57507.75,0.0,1.3636363636363635,0.923118978736092,0.3894358043664487,1818.0,13500.0,7356.0,18157.5,41850.0,30352.5,10.0,14.0,12.0,0.1090440464120761,0.3327161636733938,0.2232329561098984,-2477.0,-1073.0,-1722.5,6.5,26.0,-36.0,-61.80645161290322,31.0,26.0,3.129032258064516,26.0,1.032258064516129,31.0,1.0,35.0,5.676470588235294,193.0,31.0,5.823529411764706,198.0,1.0,0.7647058823529411,26.0,0.1804610736311273,4995.0,970.6685294117646,33002.73,3095918.677528075,5130.9,3688.432941176471,125406.72,10.62,5130.9,2717.764411764706,92403.99,-1084.0,-1853.3529411764705,-63014.0,34.0
3849,3849.0,0.0,1.0,0.0,0.0,1.0,220500.0,1123443.0,32976.0,981000.0,0.002134,-18305.0,-1036.0,-2193.0,-1812.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144523285925379,0.4014074137749511,0.9886,0.1667,0.0783,0.9886,0.1667,0.0816,0.9886,0.1667,0.0797,0.1076,0.0,0.0,0.0,0.0,-1321.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0565965583173996,0.1962716399496903,110250.0,0.1495510204081632,0.0293526240316598,-1091.0,-107.0,-540.8,136519.2,-756.0,350.0,-305.0,-254.8,0.0,0.0,0.0,360000.0,225326.673,1126633.365,232645.5,128577.0,385731.0,0.0,163259.295,489777.885,0.0,0.0,13780.8,43551.0,29237.07375,0.0,1350000.0,432118.2272727273,0.0,1350000.0,452605.9090909091,0.8732099196646874,1.011023568795861,0.9590067951959672,0.0036410979008846,0.0,13455.0,3363.75,125550.0,1350000.0,594162.5625,7.0,13.0,9.818181818181818,0.0,0.1000025126119158,0.0250006281529789,-1321.0,-195.0,-425.09090909090907,30.75,246.0,-2.0,-19.517857142857142,56.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,0.0,52.0,25.53703703703704,1379.0,1.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,53410.5,22789.3475,1230624.765,13774.365,53410.5,22789.3475,1230624.765,-20.0,-566.7777777777778,-30606.0,54.0
3876,3876.0,0.0,1.0,0.0,0.0,0.0,180000.0,1078200.0,38331.0,900000.0,0.019101,-12449.0,-5193.0,-6569.0,-4210.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7309276505569716,0.4489622731076524,0.9876,0.1667,0.1084,0.9876,0.1667,0.1129,0.9876,0.1667,0.1104,0.0843,2.0,0.0,2.0,0.0,-2148.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.4171419391115752,0.1669449081803005,90000.0,0.21295,0.0355509181969949,-2918.0,-328.0,-1111.625,1043196.8392857144,-2706.0,10309.0,1000.375,-840.25,0.0,0.0,0.0,1548000.0,493690.30875,3949522.47,1391143.5,231857.25,1391143.5,0.0,0.0,0.0,0.0,0.0,8216.865,55380.6,26470.7925,0.0,1800000.0,387682.345,0.0,2013840.0,420995.5,0.8938148015731141,1.111136164568683,0.9951440376623388,0.007095863449129,0.0,19984.005,6231.321,41985.0,1800000.0,498448.7292857143,9.0,17.0,12.88888888888889,0.0,0.1089311916599956,0.0634970868199058,-2385.0,-163.0,-1018.1111111111112,21.33333333333333,128.0,-10.0,-38.18604651162791,43.0,0.0,0.0,0.0,0.0,43.0,3.0,26.0,0.5957446808510638,84.0,37.0,4.581560283687943,646.0,1.0,0.9858156028368794,139.0,0.0129859371833839,5400.0,79.7872340425532,11250.0,410883.1686930093,1155440.745,15650.00361702128,2206650.51,225.0,1155440.745,15570.216382978726,2195400.51,-18.0,-1437.886524822695,-202742.0,141.0
3880,3880.0,0.0,0.0,1.0,0.0,0.0,225000.0,239850.0,22900.5,225000.0,0.031329,-14350.0,-3590.0,-3728.0,-4056.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5743805419798349,0.4489622731076524,0.9876,0.625,0.1078,0.9876,0.625,0.1123,0.9876,0.625,0.1097,0.0848,5.0,1.0,5.0,1.0,-2609.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2501742160278745,0.9380863039399624,225000.0,0.10178,0.0954784240150093,-2777.0,-261.0,-1185.090909090909,537621.2909090908,-2440.0,544.0,-715.0909090909091,-830.4545454545455,0.0,0.0,1215.5625,1800000.0,311546.09454545454,3427007.04,705114.0,70511.4,705114.0,0.0,0.0,0.0,0.0,271.0,4672.755,15129.45,9223.74,35955.0,135000.0,79485.0,35028.0,135000.0,80661.0,0.9380863039399624,1.026464542651593,0.9881836155305184,0.0020573984758904,0.0,3595.5,1797.75,35955.0,135000.0,79485.0,12.0,18.0,15.0,0.0,0.1013845550930486,0.0506922775465243,-2745.0,-2609.0,-2674.0,11.333333333333334,34.0,-76.0,-84.11111111111111,18.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,53.0,16.5,231.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,34917.255,9894.783214285711,138526.965,4672.755,34917.255,9894.783214285711,138526.965,-2354.0,-2546.5,-35651.0,14.0
3886,3886.0,0.0,1.0,1.0,1.0,0.0,90000.0,684000.0,19998.0,684000.0,0.031329,-17719.0,-2396.0,-8669.0,-1254.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5095131337038938,0.3409064264152384,0.9747,0.1667,0.0599,0.9747,0.1667,0.0624,0.9747,0.1667,0.061,0.05,3.0,0.0,3.0,0.0,-264.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1352220779953722,0.131578947368421,45000.0,0.2222,0.0292368421052631,-1562.0,-22.0,-828.1666666666666,422348.5666666667,-1380.0,373.0,-291.3333333333333,-407.8333333333333,0.0,0.0,0.0,180000.0,79113.0,474678.0,51165.0,26479.8,132399.0,0.0,398.7,1993.5,2.0,0.0,12375.0,16866.63,14620.815,0.0,247500.0,97650.0,0.0,247500.0,100208.25,0.9332628983976052,1.0,0.9666314491988026,0.0022269203651441,0.0,0.0,0.0,143100.0,247500.0,195300.0,12.0,13.0,12.5,0.0,0.0,0.0,-406.0,-150.0,-271.0,5.0,10.0,-4.0,-8.5,10.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,25.0,18.88888888888889,170.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,33430.86,18707.1,168363.90000000002,16866.63,33430.86,18707.1,168363.90000000002,-150.0,-273.8888888888889,-2465.0,9.0
3899,3899.0,0.0,1.0,0.0,1.0,1.0,157500.0,454500.0,16974.0,454500.0,0.018209,-8637.0,-237.0,-3457.0,-1263.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2993671174836275,0.2896112383820055,0.9871,0.3333,0.2053,0.9871,0.3333,0.2139,0.9871,0.3333,0.209,0.2258,3.0,0.0,3.0,0.0,-1802.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0274400833622785,0.3465346534653465,78750.0,0.1077714285714285,0.0373465346534653,-1081.0,-337.0,-686.0,80704.0,-714.0,1041.0,96.4,-199.5,0.0,0.0,4654.125,450000.0,160751.69999999998,964510.2,261769.5,69153.75,276615.0,0.0,1495.035,5980.14,0.0,0.0,2464.02,26197.47,8660.9325,18886.5,450000.0,97524.64285714286,18886.5,512370.0,107336.57142857143,0.8782715615668365,1.250099350907405,0.9753523079168744,0.016038988884999,0.0,8496.0,1491.0,18886.5,450000.0,97524.64285714286,12.0,17.0,14.571428571428571,0.0,0.2178874257034688,0.0402579807162777,-1802.0,-267.0,-1163.571428571429,15.0,90.0,-1.0,-35.25925925925926,54.0,7.0,0.1666666666666666,7.0,0.1666666666666666,54.0,3.0,11.0,0.9333333333333332,56.0,32.0,7.65,459.0,7.642720139494333,0.9465543479779924,56.79326087867955,0.8970473982359892,8206.695,1093.3222500000002,65599.335,7061077.4184368,12477.15,5517.1905,331031.43,1.44,12477.15,4423.86825,265432.095,-7.0,-1059.65,-63579.0,60.0
3945,3945.0,0.0,1.0,0.0,1.0,0.0,90000.0,562500.0,16578.0,562500.0,0.031329,-19435.0,-3014.0,-7599.0,-2334.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6223845480917829,0.248535557339522,0.9806,0.1042,0.0458,0.9717,0.0417,0.0134,0.9806,0.1042,0.0466,0.0636,0.0,0.0,0.0,0.0,-225.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.1550810393619758,0.16,90000.0,0.1842,0.029472,-225.0,-224.0,-224.5,0.5,140.0,140.0,140.0,-46.0,0.0,0.0,0.0,80784.0,80780.625,161561.25,49149.0,45765.3825,91530.765,0.0,0.0,0.0,0.0,16.0,8660.7,13772.16,12063.636,0.0,270000.0,111596.85,0.0,313839.0,122734.8,0.849697708206402,1.0586905854933255,0.9485761039823822,0.0077783878847188,0.0,13050.0,3959.1,67455.0,270000.0,159424.07142857142,7.0,15.0,11.3,0.0,0.1042628223736922,0.0408529674533258,-2113.0,-52.0,-960.3,22.8,114.0,-2.0,-35.07692307692308,65.0,0.0,0.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,87.0,33.12698412698413,2087.0,9.108495544090056,1.1306638568948129,71.23182298437321,1.043343675897444,0.0,-221.93500000000003,-13981.905000000002,2486737.4523169366,63712.305,12019.395,757221.885,8660.7,63712.305,12241.33,771203.79,-52.0,-1056.873015873016,-66583.0,63.0
3946,3946.0,0.0,1.0,0.0,1.0,0.0,135000.0,472500.0,48546.0,454500.0,0.009334,-10343.0,-2030.0,-10343.0,-1836.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6345766590370713,0.6577838002083306,0.9752,0.125,0.0553,0.9752,0.125,0.0576,0.9752,0.125,0.0562,0.0472,0.0,0.0,0.0,0.0,-918.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1962680073479648,0.2857142857142857,67500.0,0.3596,0.1027428571428571,-1758.0,-918.0,-1338.0,352800.0,-1087.0,-614.0,-850.5,-406.0,0.0,0.0,0.0,42660.0,21330.0,42660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20161.44,49640.85,33963.795,169650.0,454500.0,280050.0,178609.5,472500.0,289036.5,0.9498374946461414,1.0,0.9705807521836344,0.0006855238413332,0.0,0.0,0.0,169650.0,454500.0,280050.0,14.0,21.0,16.666666666666668,0.0,0.0,0.0,-620.0,-58.0,-353.0,10.0,30.0,-1.0,-9.74074074074074,27.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,22.0,10.6,265.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,49640.85,34787.1564,869678.91,20157.075,49640.85,34787.1564,869678.91,-32.0,-303.08,-7577.0,25.0
3957,3957.0,0.0,1.0,1.0,1.0,0.0,58500.0,550980.0,40221.0,450000.0,0.018029,-19606.0,-922.0,-4482.0,-2288.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3033449414042661,0.4794489811780563,0.9821,0.0417,0.0095,0.9821,0.0417,0.0099,0.9821,0.0417,0.0097,0.0114,2.0,0.0,2.0,0.0,-1702.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0470264204835254,0.1061744527932048,29250.0,0.6875384615384615,0.072999019928128,-1898.0,-146.0,-775.2857142857143,301906.5714285714,-1716.0,591.0,-363.6666666666667,-356.7142857142857,0.0,0.0,2873.601,401544.0,125258.14285714286,876807.0,120703.5,24140.7,120703.5,0.0,0.0,0.0,0.0,0.0,4473.585,26087.04,12227.967,29475.0,675000.0,195018.3,24192.0,808650.0,216296.1,0.8347245409015025,1.2183779761904765,1.0446430834137663,0.0234404703163319,0.0,22500.0,10724.625,29475.0,675000.0,195018.3,9.0,12.0,10.8,0.0,0.2953066456320253,0.1474013837101824,-1702.0,-219.0,-827.8,18.8,94.0,-8.0,-31.783783783783782,37.0,9.0,0.2432432432432432,0.0,0.0,37.0,2.0,13.0,0.40625,13.0,74.0,22.625,724.0,1.0,0.96875,31.0,0.0299905435144655,4384.17,139.7896875,4473.27,600115.1091450604,33500.52,10294.53046875,329424.975,89.1,33500.52,10154.74078125,324951.705,-248.0,-972.03125,-31105.0,32.0
3961,3961.0,0.0,0.0,0.0,0.0,1.0,157500.0,313438.5,21073.5,283500.0,0.014464,-16910.0,-3249.0,-9496.0,-452.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6063097790756435,0.5028782772082183,0.9816,0.3333,0.1443,0.9816,0.3333,0.1503,0.9816,0.3333,0.1469,0.1185,0.0,0.0,0.0,0.0,-398.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1921348314606741,0.5024909192712446,78750.0,0.1338,0.0672332849984925,-871.0,-131.0,-578.0,154687.0,-551.0,-69.0,-374.6666666666667,-369.6666666666667,0.0,0.0,2343.525,67261.14,54717.84,164153.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3543.345,19925.775,14361.0,0.0,166410.0,31201.36363636364,0.0,178308.0,33052.5,0.9332727639814254,1.1111111111111112,0.9941567263441664,0.010264538628894,0.0,1930.5,965.25,19305.0,166410.0,114405.0,4.0,6.0,4.2727272727272725,0.0,0.1089090909090909,0.0544545454545454,-896.0,-370.0,-420.3636363636364,9.333333333333334,28.0,-5.0,-13.75,12.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,27.0,11.8,118.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,57813.615,21444.4485,214444.485,3543.345,57813.615,21444.4485,214444.485,-158.0,-390.4,-3904.0,10.0
3965,3965.0,0.0,1.0,1.0,0.0,1.0,157500.0,288873.0,18589.5,238500.0,0.020246,-17782.0,-270.0,-5386.0,-1327.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4249550372305728,0.6848276586890367,0.9881,0.0,0.0026,0.9881,0.0,0.0027,0.9881,0.0,0.0026,0.003,0.0,0.0,0.0,0.0,-30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151838938252165,0.5452222949185282,52500.0,0.1180285714285714,0.0643518085802411,-2259.0,-129.0,-1198.5555555555557,446892.27777777775,-1690.0,1218.0,38.66666666666666,-694.6666666666666,0.0,0.0,400.653,1530000.0,706100.855,6354907.695,1211356.08,176390.17071428572,1234731.195,0.0,0.0,0.0,0.0,309.0,3820.815,4085.01,3934.425,19440.0,30550.5,23218.5,15165.0,28201.5,21277.5,0.949868073878628,1.2967359050445104,1.109965806920446,0.0306128843687412,0.0,4500.0,3000.0,19440.0,30550.5,23218.5,9.0,14.0,12.333333333333334,0.0,0.2492198876638235,0.1330293029101378,-1925.0,-30.0,-896.6666666666666,6.666666666666667,20.0,-1.0,-47.63636363636363,11.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,27.0,21.25,170.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,21149.64,7345.45125,58763.61,3897.45,21149.64,7345.45125,58763.61,-718.0,-1687.75,-13502.0,8.0
